old_value,new_value,in_bc
89682,'T-950 6" 1 unit',False
89730,'AGC45',True
89731,'AGU65',True
89732,'HE-85',False
89733,'HE-110',False
89734,'AGU65',True
89738,'SP-65',False
89759,'DE-50 Electric Heat',False
89770,'DE-75-041',True
89771,'DE-120-003',True
89783,'FC-20-001',True
89804,'IC-20130',True
89854,'C-5401',True
89859,'C-5001',True
89861,'C-1491',True
89862,'C-1495',True
89864,'C-5610R1',True
89883,'MAT20PDAWW',True
89884,'MAT20PRAWW',True
89887,'MDE20PDAYW',True
89888,'MDE20PRAYW',True
89891,'MDG20PDAWW',True
89892,'MDG20PRAWW',True
89893,'MLE26PDBYW',True
89897,'MLG26PDBWW',True
89902,'MHN33PDCWW',True
89904,'MDE28PDCYW',True
89906,'MDG28PDCWW',True
89909,'MLE22PRAYW',True
89914,'89914',False
89916,'GBE-T-CH',False
89921,'89921',False
89930,'M400086PZ',True
89931,'W11298493',False
89932,'16282',False
89942,'A100117Z',True
89945,'MT279347',True
89948,'WH-WP22003804',False
89954,'3V850',True
89963,'AD-WFR883849',False
89971,'F380726',False
89972,'M400952Z',True
89980,'W11085747',False
89981,'WE12X10014',True
89982,'WFR100683',False
89983,'WP3363394',True
89984,'WP3979346',True
89988,'W10240513',True
89990,'WH-WPW10482836',False
89991,'W11256554',True
89992,'W11294756',True
89993,'W10131839',True
90003,'CCI Flex System',False
90004,'90004',False
90005,'A884265',True
90008,'3" UNISEAL',True
90011,'240DS',True
90012,'ARW-501',True
90015,'T-600OPL6-2',True
90016,'A800501Z',True
90017,'90017',False
90018,'Support charge',False
90020,'90020',False
90021,'90021',False
90023,'Special discount',False
90034,'3-day shipping',False
90038,'C-1006-1000',True
90039,'SD-WP-777',False
90047,'90047',False
90050,'90050',False
90061,'5H00161',True
90062,'FF94-1-200C',True
90063,'BFT-900 6" 3 UNIT',True
90064,'HETPN1100',True
90065,'PLT-12',True
90066,'CA MC520RL-DA',True
90067,'HMBBND-DC',True
90068,'OFFSET END',False
90069,'208/240/1 PH',False
90070,'90070',True
90071,'5B065',True
90072,'MELAMINE PANELING',False
90075,'C-5903',True
90086,'CA MC640RL-DA',True
90087,'STF 3072',False
90088,'CA TFD-305',True
90089,'W10730972',True
90091,'T-950OPL6-2',True
90092,'C-6601',False
90316,'9150-049-002',True
90362,'DX-9544-090-001',False
90476,'BluKey',False
90483,'C-5900',True
90494,'Rental of SP-45',False
90500,'T-900OPL6',True
90501,'U380619Z',True
90508,'W11089533',True
90509,'C-5403',True
90712,'M70655103',True
90726,'205217P',True
90727,'205218P',False
90789,'U380619Z',True
91101,'EXT34-T',False
91104,'Gas surcharge - Z 6',False
91105,'Serv. charge - Z 6',False
91116,'96P057A71',True
91119,'Monarch Key TD-0687',False
91132,'16A-KIT-01',False
91139,'Remove old equip',False
91142,'#494',False
91147,'VM120N',False
91148,'CA RCC-32',True
91153,'Install equipment',False
91154,'JBX-T-CH',False
91156,'W10314173',True
91180,'33950',True
91187,'WH12X10081',True
91190,'96P016A71',True
91191,'BR040700007',True
91192,'WH23X10030',True
91199,'CA TFD-244',True
91201,'SimaLube Oiler',False
91203,'CART6',False
91207,'CG511139',True
91213,'U8485401',True
91217,'FA-12097621',False
91219,'33698054',False
91220,'U380618Z',True
91222,'U380629Z',True
91226,'2W00100',False
91232,'U381702Z',True
91244,'After h /emerg call',False
91247,'A100604',True
91248,'W11205048',True
91249,'W11117409',True
91252,'WP11112160',True
91255,'W487183179',True
91259,'Delivery',False
91267,'M70468901',True
91268,'W10860788',False
91269,'C-5602',True
91271,'HETPWHC1001-PSW',True
91276,'Y71GF-4',False
91277,'9029-323-001',False
91278,'W11368858',True
91281,'9473-004-009',True
91282,'0995-114-006',True
91283,'0995-114-007',True
91284,'0995-114-052',True
91285,'0995-114-051',True
91288,'314A149',False
91289,'A128915Z',True
91290,'AC1093',True
91291,'91671',True
91292,'9473-004-010',True
91295,'C-5665',False
91296,'C-5671-ASSEM',False
91297,'C-5678',True
91299,'AC1005',True
91301,'Two-man labor',False
91306,'A130109Z',True
91312,'5V0304',False
91313,'C-1251',True
91314,'CG322701',True
91315,'CG569442',True
91316,'C-1009',False
91318,'Maytag rental',False
91319,'96P058A71',True
91320,'1-250A',True
91321,'160169',False
91322,'W10314173',True
91323,'W10131172',True
91324,'9444-006-001',True
91325,'C-0905',True
92269,'9885-024-001',True
94156,'GBE-T-BL',False
94176,'02 03588B',True
94182,'CA TFD-304',True
94183,'2" UNISEAL',True
94188,'TD-KEY-NC',False
94205,'5H00503',False
94206,'C-5602R1',False
94208,'WPW10354795',True
94211,'A881597Z',True
94212,'CG600551',True
94215,'3394341',False
94322,'9375-036-026',True
94327,'9379-183-003',True
94421,'9732-310-001',True
94579,'C-1061',True
94580,'C-1061-N',True
94581,'C-1252',True
94584,'CSTR88G',True
94592,'331A101',True
94593,'M76064Z',True
94594,'316E207',True
94595,'316E402',True
94598,'4K01293-FI',True
94599,'Stand Change Repair',False
94602,'1-SL000012-2',False
94603,'02 10545',True
94607,'HDW-050',True
94608,'HDW051',True
94609,'45489',False
94613,'9732-344-001',True
94616,'9412-233-002',True
94619,'9473-010-010',False
94624,'5L00122',True
94625,'M4640P3Z',True
94626,'9412-261-002',True
94627,'C-5520',True
94631,'D113634',True
94632,'MNT94309B',False
94641,'M400522BZ',True
94642,'RMG040P',True
94645,'CG2853853',False
94650,'21698',False
94653,'AD-WFR500302',False
94654,'RMG040.S-6"',True
94658,'487 006824',True
94659,'W487006828',True
94660,'WS-487230931',False
94661,'WS-487230930',False
94662,'W487143825',True
94663,'9150-058-001',True
94678,'94678',False
94688,'5V00220',True
94689,'4C00317-REV1',False
94692,'AD-WFR819573',False
94694,'WFR830333',True
94695,'Y23002897',True
94704,'316E302',True
94705,'W10311051',True
94706,'9534-369-001',True
94710,'CG333237',True
94711,'422204',True
94712,'333195',True
94713,'343731',True
94714,'422196',True
94715,'CG430876',True
94716,'333229',True
94717,'333245',True
94718,'CG422212',True
94719,'333252',True
94720,'W10198440',True
94723,'M44222702',True
94724,'5V00304',True
94725,'KTO75NNN0RXX6W00',False
94726,'94726',False
94727,'M400954Z',True
94728,'94728',False
94729,'94729',False
94730,'116520',True
94731,'A130201',True
94733,'94733',False
94735,'94735',False
128942,'21216',True
128948,'128948',False
124417,'WS-0024000126C',False
128900,'CA CMD-3',True
128901,'5H00510',True
67797,'M400991',True
49786,'M44132301',True
67799,'M400994P',True
89402,'BFT-400 4" 1 UNIT',True
89377,'T-300 4" 1 unit',False
82962,'T-50OPLEH20824-2',True
82746,'T-80BSCCG',True
128943,'AC 101',False
128944,'SST306',False
68179,'M412025P',True
128941,'AC9030',True
68613,'M4644P3',True
64491,'U8433001',True
48338,'205241',False
90013,'T-400OPL6-2',True
89407,'BFT-400 6" 1 UNIT',True
82786,'T-30OPL-2',True
89393,'BFT-300 10" 2UNIT',True
89392,'BFT-300 10" 1UNIT',True
89418,'BFT-400 10" 2UNIT',True
89417,'BFT-400 10" 1UNIT',True
123948,'WS-487221931',False
128914,'CG-KT055EFN0RGH6W00',False
124055,'WS-0000600001',False
76216,'TU3240H',True
89903,'MHN33PRCWW',True
89905,'MDE28PRCYW',True
49457,'44057501P',False
68305,'M412981Z',True
59392,'M413923Z',True
49345,'M413924Z',True
128909,'PK33 0011',False
128910,'02 10342G',True
128911,'56VA038X',True
128912,'56VA037X',True
128913,'56VA078X',True
128906,'TR-2F',False
63639,'F8288401',False
89896,'MLE27PDBYW',True
128902,'Blucard Plus',False
117620,'A137213Z',True
90478,'RCC-35',False
90479,'PKBCH 6',False
59130,'U370534-10Z',True
60091,'U200166402',True
61024,'U381723P',True
83421,'150-021',True
82708,'T-1450BC-2',True
89702,'BFT-1450 4" 1 UNIT',True
68017,'M409090P',False
68453,'M413832',True
78066,'9040-077-004',True
89901,'MLG27PRBWW',True
128892,'Payrange paystation',False
128890,'75CPC',False
89383,'BFT-300 6" 2 UNIT',True
89408,'BFT-400 6" 2 UNIT',True
82734,'T-30BSCCG-2',True
89384,'BFT-300 6" 3 UNIT',True
89409,'BFT-400 6" 3 UNIT',True
128886,'1200-vcnc',False
128885,'KT075SSFNDRXH6W00',False
128884,'KT055FNORXH6W00',False
128882,'RMG033P110211100',True
128883,'RMG033.5 6"',False
80192,'DX-9545-008-024P',False
107240,'136987',True
115421,'A165114',True
94419,'DX-9732-142-003',False
77359,'8502-756-002',True
82974,'T-80OPLEH20830-2',True
82776,'T-950OPL-O',True
82808,'T-300B120CX-2',True
91241,'CA TFD-306',True
91151,'CMD-4',False
94722,'CART-801',False
82803,'T-80OPLR-O-2',True
49452,'44057201P',False
94696,'LG-GW 22 lb.',False
94697,'LG-GDE OPL',False
94698,'94698',False
94699,'LG LT-TW OPL',False
94700,'94700',False
62361,'U745010Z',True
62444,'U798824-00Z',True
94686,'WH-W10606694A',False
94682,'A450MIL',False
94683,'Forenta 32VB',False
94681,'FO-822SBSP',False
94680,'FO-42COU WCB',False
82722,'T-50X2BWCG-2',True
82716,'T-30X2BWCG-2',True
82744,'T-80BWCG-2',True
94679,'SWD-50-OPLG-2',True
89441,'932-9335-0',False
90084,'F200142P',False
94181,'Andrew's Test 2',False
94214,'AWCT-40',False
94666,'94666',False
94665,'5L00113',True
94684,'5I00113',False
94685,'A800837',True
94690,'9454-992-001',True
82710,'SWD20-BCG-2',True
89508,'SST306B',False
94586,'94586',False
89637,'CA-RCC-2',False
82901,'T-80BSSCGX-2',True
89482,'5V00352',True
82759,'KTN030NFN0RXH6W00',False
82952,'T-30OPLSSEH20820-2',True
82756,'T-300120OPL6-2',True
94332,'DX-9379-183-011',False
82790,'T-50OPLR',True
82805,'T-30OPL-O-2',True
82797,'T-50OPL-O-2',True
94636,'EH040L1102111001',False
94635,'KT050E FN0R G H6W00',False
94618,'RMG055 base frame',False
82796,'T-120OPL-2',True
94644,'EH130I2102111010',True
94643,'DP-392',False
75986,'SPPRI611010080',False
89999,'89999',False
94159,'Dexter rental',False
94639,'DX-9999-758-038',False
84295,'BC-280-548',False
94633,'CG509646',True
94634,'CG439661',True
82782,'T-50X2OPLSG-2',True
94185,'94185',False
68185,'M412090',False
49459,'44057503P',False
91197,'91197',False
94617,'EH040 single 6 BF',False
60001,'U200131000P',True
94163,'AF-1.7.S',False
56276,'943P3P',False
48980,'430619',False
63808,'U8322804',True
64952,'U8508501',True
94622,'F85-0200P-C-NF',False
89912,'WHP0400VW',True
89752,'FFCH3',False
94620,'FFCH4',False
89997,'17386',False
89998,'18136',False
90028,'18137',False
87259,'BC-BMC-CAP-002',False
77902,'9021-092-002',True
94615,'8-1286-28-7',True
79758,'9483-004-003',True
89419,'CO 8-1275-42-06',False
89404,'89404',False
94614,'HE-35 Base frame',False
90010,'DX-9999-781-007',False
82773,'DX-9999-778-001',False
82807,'T-120OPLR-O-2',True
89379,'Highmark 30x48',False
89378,'HMMB3',False
89429,'89429',False
89458,'3645',False
82738,'T-50BWCG-2',True
89678,'WP10843663',True
94610,'JBL-T-CH',False
79764,'9486-136-001',True
81950,'DX-9897-035-001P',False
67732,'M400637P',True
57905,'D510717P',False
68645,'M4819P3',True
89908,'36534',False
128887,'L4006A-1132',False
90511,'115',False
89882,'89882',False
89886,'89886',False
94605,'137005',False
94588,'MC300RL',False
94590,'MC500RL-DA',False
94589,'ST-120',False
94587,'NATCO F-85-0400',False
94591,'FF94-400-C-NG',False
94585,'AC500',True
68527,'M414312P',False
89894,'PLT-20',False
89382,'BFT-300 6" 1 UNIT',True
65748,'U859705P',True
94583,'94583',False
94582,'Pipe fittings',False
82852,'T-30X2BSCCS-2',True
83008,'83008',False
94575,'94575',False
94576,'94576',False
94577,'201GHB 6',False
94578,'94578',False
82745,'T-80BSSCG-2',True
68607,'M400519Z',True
94213,'36583',False
94209,'Route collection',False
94210,'Route repair',False
94207,'45487',False
79083,'9376-319-001',True
89907,'89907',False
62450,'U745005S',True
94201,'U745006',True
62026,'U633430',True
89900,'SCN 40 8" 1 UNIT',False
85066,'371-039',True
83404,'150-002',True
83405,'150-003',True
84912,'370-050-B1',True
85667,'420-034',True
86419,'BC-600-787',False
86417,'600-785',True
86110,'600-193',True
62275,'F730026',False
82957,'DX-9999-690-021',False
89746,'ST-200A-200',False
89775,'Start-up training',False
89823,'36584',False
90048,'BFT-600 6" 1 UNIT',True
94196,'94196',False
86143,'600-138',True
82926,'SWD-OPL24-208G-2',True
91096,'TR100 HIG TROUGH',False
94195,'E6XX PPE-6',False
82864,'T-50X2BSCCS-2',True
67596,'H96382023P',True
80618,'9627-791-005',True
80620,'9627-792-001',True
80628,'9627-796-002',True
80621,'9627-793-001',True
80622,'9627-794-001',True
80626,'9627-795-004',True
80629,'9627-797-001',True
80745,'9627-908-013',True
77182,'8220-062-004',True
80775,'DX-9631-381-018',False
77083,'DX-8220-001-231',False
80584,'9627-747-002',True
77245,'8220-078-008',True
81598,'9806-022-001',True
82116,'9942-040-002',True
78397,'9119-028-001',True
80174,'DX-9545-008-001P',False
82607,'9989-560-001',True
79473,'DX-9452-625-001',False
77583,'DX-8640-412-005P',False
78826,'9355-001-001',True
77988,'9035-062-001',True
79774,'9486-158-001',True
77606,'DX-8640-424-002P',False
80019,'DX-9538-157-018P',False
77579,'DX-8640-411-002P',False
77580,'DX-8640-411-003P',False
77886,'9021-041-001',True
80021,'DX-9538-157-020P',False
79490,'DX-9452-725-001',False
77581,'8640-412-003',True
80363,'9550-184-001',True
79316,'9412-214-001',True
77502,'M410826Z',True
79775,'DX-9486-159-001',False
94193,'45RX',False
94194,'DX-9538-192-001',False
94190,'22934',False
94191,'94191',False
80864,'DX-9732-102-004',False
94189,'94189',False
82733,'T-30BSSCG-2',True
79135,'DX-9379-183-002',False
94186,'94186',False
94187,'94187',False
89386,'CG433656',True
44620,'110',False
94180,'AC2221',True
94177,'438 9555-11',False
94178,'W11182096',False
94179,'W1073972',False
94175,'W10137455',True
94174,'209/00324/00',False
94173,'9805-029-002',True
82712,'SWD-CBG-2',True
82740,'T-50BSCCG-2',True
94172,'D510061',False
89895,'210/32311/04',False
94170,'9001377',True
94169,'94169',False
94168,'BC-100-197',False
81923,'9885-023-001',True
78624,'9242-175-004',True
94157,'170-021',True
94155,'BC-170-040-1',False
90497,'BC-220-014',False
94153,'IF-32130 gas heated',False
94154,'DE-75 Gas Heat',False
90489,'DE-170 Gas Heat',False
68237,'M412519',True
94152,'DE-30 GH 120/60/1',False
62384,'U747005Z',True
48822,'U390P4-1',True
91263,'DE-50 GH 120/60/1',False
82739,'T-50BSSCG-2',True
91326,'DE-50 GH 208-230',False
91287,'DE-75 Steam Heat',False
91286,'HE-35',False
46266,'M203564P',True
91317,'HP-125',False
90491,'PF-3',False
89411,'PS-1',False
46928,'SP-110 110 lb',False
82772,'SP-45',False
89507,'SP-50',False
82771,'SP-75',False
91245,'DX-9999-782-003',False
81014,'9732-205-007',True
50814,'44336301',False
80096,'9539-461-001',True
91307,'TS-93',False
91308,'ALSCK078',True
89399,'C-6801',True
68692,'MTR301P',True
76114,'TU12932Z',True
89765,'C-5650R1-RR',False
91123,'C-1062',True
91181,'KT170S NN0R Q A6W00',False
91302,'CG333708',True
91303,'EH030L1102111',True
91304,'RMG055P110211100',True
91305,'GWNSX2',False
91106,'13EBR2-WWKSG-USX',False
91300,'9050-060-001',True
66297,'U0635965-00',True
89769,'71EB2X-SWKSG-USX',False
89736,'87EP3X-SWKCG-USX',False
68667,'M4954P3',True
57678,'D505905P',False
90510,'C-5405',False
68511,'M414232',True
56148,'M917P3',True
68299,'M412931',True
68289,'M412885P',True
44849,'1150012611',False
83165,'BC-100-153',False
77760,'8711-002-001',True
59119,'U0370455-20P',True
44869,'00116',True
82967,'DX-9999-692-013',False
79136,'SWD50-OPLG',True
91309,'T-350OPL-O',True
89729,'T-450OPL-O',True
79145,'T-600OPL6',True
90081,'C-5624',True
50294,'44264801',False
52211,'70032801P',False
91242,'C-6936',False
91257,'CA TFD-246',True
91262,'A882543',True
85299,'BC-380-177-1',False
56104,'90000261UL00',False
91110,'HCN-35 6"',False
68635,'M4772P3',False
91261,'15743',False
91260,'A-1820',False
89735,'25649',True
91258,'16966',True
91256,'DE-75-019',True
73887,'SP554310',False
89885,'MDE20CSAYW',True
91133,'vertical 8',False
54807,'800428P',False
54856,'800749P',False
65084,'U8521801',True
90636,'807875',False
54831,'M800622Z',True
68065,'M410541P',False
76998,'5192-285-004',True
80772,'9627-946-003',True
68644,'M4818P3Z',True
91253,'WE12M29',True
91210,'WE4X881',True
68409,'M413615Z',True
68611,'M4642P3',True
82268,'9108-123-003',True
82953,'T-30OPLE240601-2',True
82931,'T-30X2OPLWFSD-2',True
89890,'77-1054-44',True
62898,'U8134602P',True
44622,'111',False
91198,'30604-post',False
48348,'M31111PZ',True
91167,'HMES4',True
68682,'M4986P3',True
77033,'5192-296-001',True
62649,'U8047401',True
91225,'HF70-3T',False
91236,'HF70',False
91237,'CCI missing parts',False
91238,'SC0450 4" BF',False
53613,'M70442101',True
84915,'370-051',True
89926,'SC0750NE',False
91246,'91626',False
89467,'SC0350 4" BF',False
91170,'EH060L1102111000',True
89925,'BFT-1200 6" 1UNIT',True
91206,'BFT-300 12" 1UNIT',True
91243,'BFT-300 12" 3UNIT',True
91239,'T-300 4" 2unit',False
67872,'M401680Z',True
81978,'9908-047-002',True
91140,'T-300 4" 3unit',False
79487,'9452-701-001',True
91230,'BFT-300 6" 5 UNIT',True
91229,'AF-1-S',True
53555,'M70429601',True
82770,'BFT-350 6" 1 UNIT',True
80896,'9732-102-048',True
91227,'BFT-350 6" 2 UNIT',True
91228,'BFT-400 10" 3UNIT',True
81247,'9732-307-001',True
81226,'DX-9732-306-008',False
81222,'9732-306-004',True
87443,'BMC-HAM-900',True
89772,'BFT-400 4" 3 UNIT',True
65208,'9001355',True
91211,'C-0963',True
91212,'BFT-400 4" 4UNIT',True
91215,'BFT-400 6" 5 UNIT',True
58972,'F017012402',False
49610,'M44086901',True
79053,'9376-300-001',True
91209,'T-400 8" 5unit',False
91196,'BFT-600 12" 1UNIT',True
59152,'U0381737-00Z',True
91205,'CSTR88G',True
91204,'T-975OPL-2',True
81910,'DX-9883-009-001P',False
62712,'U8066802',True
50282,'M413835P',True
67889,'M402144Z',True
67941,'M404992',True
67864,'M401402',True
67677,'M400015',True
67942,'M404993Z',True
89463,'BFT-600 12" 2UNIT',True
91189,'BFT-600 4" 3 UNIT',True
91194,'200-142',True
91195,'200-003',True
59111,'F037044860-1',False
91183,'BFT-600 8" 5 UNIT',True
91171,'BFT-650 8" 1 UNIT',True
91172,'A883515',True
91173,'BFT-900 10" 1UNIT',True
91174,'BFT-900 6" 2 UNIT',True
91107,'BFT-900 8" 2 UNIT',True
79805,'9487-234-005',True
85777,'430-006',True
86196,'BC-600-474',False
85774,'430-002',True
85773,'430-001',True
85775,'430-003',True
86062,'600-103',True
62302,'U730202Z',True
59115,'U0370453-00Z',True
81463,'9801-059-005',True
91095,'BFT-950 4" 2 UNIT',True
82714,'SWD50-BCG-2',True
91098,'MDE20MNBYW',True
82706,'T-950BC-2',True
91152,'MLE26PRBYW',True
90040,'MLE26PRKYW',True
91169,'MDG28PRCWW',True
81428,'9799-002-003',True
77956,'9029-175-001',True
91164,'9803-207-001',True
91165,'MDG20MNBWW',True
90035,'MLG27PDBWW',True
91141,'MLE22PDAYW',True
91155,'W10314171',True
91149,'CA TFD-305',True
89737,'MAT20MNAWW',True
55650,'805217P',False
55932,'807175P',False
55478,'804393',False
91138,'4L720R',False
83581,'190-850',True
61008,'U380987',True
89739,'GBS-T-CH',False
58973,'U017014301',True
91137,'TH1-75t-125',False
65490,'U8563203',True
82937,'BX1001535',False
87681,'BMC HE-65-BASE',True
82184,'9955-031-001',True
81669,'9845-006-001',True
81670,'9845-007-001',True
68030,'M409433',False
91130,'46X',False
59703,'U170117Z',True
91129,'9732-359-006',True
80521,'9610-001-001',True
79184,'9381-010-001',True
78107,'9048-018-001',True
81642,'9822-033-001',True
91126,'WH-WP8540221',False
91128,'HARMONY 161/220',False
91121,'WUD 161G 208',False
60278,'U200321200',True
60070,'U200162700',True
61331,'U430916Z',True
61390,'F431023',False
90037,'WUD 161G 208 2',False
63393,'F8221402',False
63395,'U8221701',True
89785,'WUN 55 208-240/60/3',False
82650,'9990-027-013',True
59147,'U0381014',True
79144,'DX-9379-183-009',False
50658,'M44319902',True
78601,'9212-002-004',True
60968,'F380800P',False
67638,'K188',True
57798,'D510265LGP',False
68779,'RB170001',True
84911,'370-050',True
84232,'280-360',True
80999,'9732-183-001',True
87518,'BMC-PAR-005',True
84955,'370-094',True
63799,'U370441',True
81128,'9732-237-001',True
76242,'TU4794',True
77608,'DX-8640-425-002P',False
50796,'44334409',False
81281,'9375-015-008',True
81011,'9732-205-003',True
78787,'9278-044-001',True
83263,'130-198',True
79656,'9454-836-001',True
82327,'9966-012-001',True
81912,'DX-9883-011-001',False
90014,'DX-9999-769-004',False
81804,'9857-198-004',True
87272,'BC-BMC-DOD-005',False
87637,'U370606Z',True
82144,'DX-9945-137-001',False
60184,'M200166302Z',True
90093,'W11375548',True
84211,'280-327',True
77068,'6292-006-013',True
60701,'F330227',False
90502,'A5186',False
60733,'U0340343-00P',True
77586,'DX-8640-413-003P',False
80004,'9538-139-002',True
80970,'9732-148-002',True
90490,'WH-WPW10432353',False
90486,'MAYTAG W11222084',False
81903,'9875-002-002',True
86012,'BC-600-006',False
79527,'9453-169-012',True
64271,'U8404401',True
80877,'9732-102-023',True
80005,'DX-9538-142-001P',False
53458,'70411901',False
81147,'9732-267-001',True
63486,'U8232901',True
82998,'T-80OPLR-O-FIRE-2',True
45897,'201842W',False
46544,'204738',False
84647,'M400954Z',True
82693,'T-600KC-2',True
82720,'T-30X2KSSCG-2',True
49384,'44048903',False
49383,'44048902',False
82795,'T-80OPLSSR-2',True
53818,'70483201P',False
53045,'70323701P',False
81954,'DX-9897-036-002P',False
81552,'9805-029-002',True
90051,'28387',False
46858,'2090020311',False
85997,'460-719',True
83024,'0110154-2',True
83022,'BC-0110151-2',False
83021,'BC-0110150-2',False
85241,'BC-380-126',False
80697,'9627-862-001',True
90053,'W10810403',True
90052,'W10803340',True
80047,'9538-189-001',True
77609,'DX-8640-426-001P',False
78311,'9095-049-001',True
68594,'M4525P3P',False
68767,'Q8152',True
46859,'2090020312',False
81150,'9732-273-001',True
85374,'BC-380-724',False
81981,'9908-051-001',True
82702,'T-650BC-2',True
45917,'201999',False
90044,'CG511089',True
78404,'9122-005-004',True
51910,'570315',False
90009,'DRAIN TROUGH',True
90006,'A880251Z',True
90007,'A820017',True
44917,'121',False
86021,'600-027',True
79725,'9471-022-001',True
76658,'DX-0935-135-001',False
89989,'WS-438970601',False
77564,'8640-397-002',True
78024,'9039-915-001',True
77671,'DX-8641-582-007P',False
77651,'DX-8641-581-017P',False
83053,'100-023',True
53788,'M70475001',True
90025,'RBPS-1000',True
44871,'00117',True
88285,'DRAIN TROUGH',True
87929,'08BNCMOT',True
44950,'127',False